,root_term,CUI,CUI_name,root_list
600,anxiety,C0270303;C0003471;C0338997,Anxiety disorder of adolescence,False
601,anxiety,C0004443,Avoidant disorder of childhood OR adolescence,False
602,anxiety,C0270302;C0270305;C0349337;C1527281;C0003471;C0520607;C0338997,Anxiety disorder of childhood,False
603,anxiety,C0270305;C0004443,Avoidant disorder of childhood,False
604,anxiety,C0154616;C0338995,Shyness disorder of childhood,False
605,anxiety,C0520607,"Separation anxiety disorder of childhood, early onset",False
606,anxiety,C0270306;C0004443,Avoidant disorder of adolescence,False
607,anxiety,C0231398,"Anticipatory anxiety, mild",True
608,anxiety,C0231399,"Anticipatory anxiety, moderate",True
609,anxiety,C0231400,"Anticipatory anxiety, severe",True
610,anxiety,C0231403,Severe anxiety (panic),True
611,anxiety,C0233483,Free-floating anxiety,True
612,anxiety,C0236659,Alcohol-induced anxiety disorder,True
613,anxiety,C0236708,Amphetamine-induced anxiety disorder,True
614,anxiety,C0236712,Caffeine-induced anxiety disorder,True
615,anxiety,C0236714,Cannabis-induced anxiety disorder,True
616,anxiety,C0236715,Cocaine-induced anxiety disorder,True
617,anxiety,C0236718,Hallucinogen-induced anxiety disorder,True
618,anxiety,C0236721,Inhalant-induced anxiety disorder,True
619,anxiety,C0236728,Phencyclidine-induced anxiety disorder,True
620,anxiety,C0236748,Organic anxiety disorder,True
621,anxiety,C5229858,Anxiety disorder caused by methamphetamine,False
622,anxiety,C2874521;C2874545;C0236730;C4237393;C2874568,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",False
623,anxiety,C0236659;C2874378;C2874400;C2874416;C4236934,Alcohol-induced anxiety disorder,False
624,anxiety,C0270364,Psychoactive substance-induced organic anxiety disorder,False
625,anxiety,C0236715;C2874585;C2874602;C2874619;C4237069,Cocaine-induced anxiety disorder,False
626,anxiety,C0236728;C4237363,Phencyclidine-induced anxiety disorder,False
627,anxiety,C4237538,Anxiety disorder caused by opioid,False
628,anxiety,C4517274,Anxiety disorder caused by methylenedioxymethamphetamine,False
629,anxiety,C4511573,Anxiety disorder caused by dissociative drug,False
630,anxiety,C4511572,Anxiety disorder caused by ketamine,False
631,anxiety,C4545062,Anxiety disorder caused by synthetic cannabinoid,False
632,anxiety,C4546120,Anxiety disorder caused by stimulant,False
633,anxiety,C4546269,Anxiety disorder caused by synthetic cathinone,False
634,anxiety,C0270302,Anxiety disorder of childhood,True
635,anxiety,C1527281;C0520607,Separation anxiety disorder of childhood,False
636,anxiety,C0349337,Childhood phobic anxiety disorder,False
637,anxiety,C0520607,"Separation anxiety disorder of childhood, early onset",False
638,anxiety,C0270303,Anxiety disorder of adolescence,True
639,anxiety,C0424145,Anxiety about body function or health,True
640,anxiety,C0563161,Anxiety about altered body image,False
641,anxiety,C0457022,Anxiety about losing control of bowels,False
642,anxiety,C0457023,Anxiety about wetting self,False
643,anxiety,C0457024,Anxiety about vomiting in public,False
644,anxiety,C0457025,Anxiety about having a fit,False
645,anxiety,C0457026,Anxiety about choking,False
646,anxiety,C0457027,Anxiety about swallowing,False
647,anxiety,C0457028,Anxiety about collapsing,False
648,anxiety,C0457029,Anxiety about shaking,False
649,anxiety,C0457030,Anxiety about sweating,False
650,anxiety,C0457031,Anxiety about dying,False
651,anxiety,C0457032,Anxiety about going crazy,False
652,anxiety,C0457034,Anxiety about becoming fat,False
653,anxiety,C0457036,Anxiety about fainting,False
654,anxiety,C0457037,Anxiety about having a heart attack,False
655,anxiety,C1303047,Patient concerned about eyesight,False
656,anxiety,C2316249,Anxiety about loss of memory,False
657,anxiety,C3840092,Anxiety about breathlessness,False
658,anxiety,C0547006,Anxiety about blushing,False
659,anxiety,C0451073,Clinical anxiety scale,True
660,anxiety,C0451107,Depression anxiety scale,True
661,anxiety,C0451594,Zung's anxiety status inventory,True
662,anxiety,C0455385,FH: Anxiety state,True
663,anxiety,C0455504,H/O: anxiety state,True
664,anxiety,C1637378;C0001819;C0270585;C0270586,History of agoraphobia,False
665,anxiety,C0457023,Anxiety about wetting self,True
666,anxiety,C0457024,Anxiety about vomiting in public,True
667,anxiety,C0457025,Anxiety about having a fit,True
668,anxiety,C0457026,Anxiety about choking,True
669,anxiety,C0457027,Anxiety about swallowing,True
670,anxiety,C0457028,Anxiety about collapsing,True
671,anxiety,C0457036,Anxiety about fainting,False
672,anxiety,C0457037,Anxiety about having a heart attack,False
673,anxiety,C0457029,Anxiety about shaking,True
674,anxiety,C0457030,Anxiety about sweating,True
675,anxiety,C0457031,Anxiety about dying,True
676,anxiety,C0457032,Anxiety about going crazy,True
677,anxiety,C0457034,Anxiety about becoming fat,True
678,anxiety,C0457036,Anxiety about fainting,True
679,anxiety,C0457041,Anxiety about appearing ridiculous,True
680,anxiety,C0474385,Anxiety about behavior or performance,True
681,anxiety,C0563164,Anxiety about resuming sexual relations,False
682,anxiety,C0558211,Worried about not coping with baby,False
683,anxiety,C0558212,Worried about being a bad father,False
684,anxiety,C0558213,Worried about being a bad mother,False
685,anxiety,C0563163,Anxiety about not coping with parenthood,False
686,anxiety,C0563162,Anxiety about making mistakes,False
687,anxiety,C0457041,Anxiety about appearing ridiculous,False
688,anxiety,C0457042,Anxiety about saying the wrong thing,False
689,anxiety,C0547006,Anxiety about blushing,True
690,anxiety,C0556513,Anxiety management training,True
691,anxiety,C0558208,Anxiety about treatment,True
692,anxiety,C0558209,Anxiety about forced dependence,True
693,anxiety,C0558210,Anxiety about loss of control,True
694,anxiety,C0457033,Anxiety about losing emotional control,False
695,anxiety,C0563162,Anxiety about making mistakes,True
696,anxiety,C0563163,Anxiety about not coping with parenthood,True
697,anxiety,C0558211,Worried about not coping with baby,False
698,anxiety,C0558212,Worried about being a bad father,False
699,anxiety,C0558213,Worried about being a bad mother,False
700,anxiety,C0582613,Beck anxiety inventory,True
701,anxiety,C1319131,Self-control behavior: anxiety,True
702,anxiety,C2316249,Anxiety about loss of memory,True
703,anxiety,C2959402,Short health anxiety inventory,True
704,anxiety,C3539657,Hospital Anxiety and Depression Scale Questionnaire,True
705,anxiety,C3661804,Insomnia due to anxiety and fear,True
706,anxiety,C3839284,Mood or anxiety disorder clinic,True
707,anxiety,C3840092,Anxiety about breathlessness,True
708,anxiety,C4237538,Anxiety disorder caused by opioid,True
709,anxiety,C4274492,Beck Anxiety Inventory score,True
710,anxiety,C4316460,Education about anxiety,True
711,anxiety,C4316469,Anxiety disorder medication review,True
712,anxiety,C4510295,Anxiety disorder caused by drug,True
713,anxiety,C5229858,Anxiety disorder caused by methamphetamine,False
714,anxiety,C2874521;C2874545;C0236730;C4237393;C2874568,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",False
715,anxiety,C0236659;C2874378;C2874400;C2874416;C4236934,Alcohol-induced anxiety disorder,False
716,anxiety,C0270364,Psychoactive substance-induced organic anxiety disorder,False
717,anxiety,C0236715;C2874585;C2874602;C2874619;C4237069,Cocaine-induced anxiety disorder,False
718,anxiety,C0236728;C4237363,Phencyclidine-induced anxiety disorder,False
719,anxiety,C4511342,Obsessive compulsive disorder caused by cocaine,False
720,anxiety,C4517274,Anxiety disorder caused by methylenedioxymethamphetamine,False
721,anxiety,C4511573,Anxiety disorder caused by dissociative drug,False
722,anxiety,C4511572,Anxiety disorder caused by ketamine,False
723,anxiety,C4511555,Obsessive compulsive disorder caused by psychoactive substance,False
724,anxiety,C4545062,Anxiety disorder caused by synthetic cannabinoid,False
725,anxiety,C4546120,Anxiety disorder caused by stimulant,False
726,anxiety,C5190006,Obsessive compulsive disorder caused by stimulant,False
727,anxiety,C4546269,Anxiety disorder caused by synthetic cathinone,False
728,anxiety,C4546270,Obsessive compulsive disorder caused by synthetic cathinone,False
729,anxiety,C0236708;C4236961,Amphetamine-induced anxiety disorder,False
730,anxiety,C4511572,Anxiety disorder caused by ketamine,True
731,anxiety,C4517274,Anxiety disorder caused by methylenedioxymethamphetamine,True
732,anxiety,C4546120,Anxiety disorder caused by stimulant,True
733,anxiety,C5229858,Anxiety disorder caused by methamphetamine,False
734,anxiety,C4517274,Anxiety disorder caused by methylenedioxymethamphetamine,False
735,anxiety,C4720905,Spence anxiety scale,True
736,anxiety,C5229858,Anxiety disorder caused by methamphetamine,True
737,anxiety,C4517274,Anxiety disorder caused by methylenedioxymethamphetamine,False
738,anxiety,C3639379,EQ-5D-3L - Anxiety or Depression,True
739,anxiety,C3640476,EQ-5D-5L - Anxiety or Depression,True
740,anxiety,C4054981,Feel Like Help is Needed for Anxiety,True
741,anxiety,C4288436,Past Seven Days Frequency of Anxiety,True
742,anxiety,C4288511,PHQ Screener Version - Anxiety Attack,True
743,anxiety,C4744075,UHDRS 1999 Version - Anxiety: Frequency,True
744,anxiety,C4744076,UHDRS 1999 Version - Anxiety: Severity,True
745,anxiety,C4744976,Covi Anxiety Scale Clinical Classification,True
746,anxiety,C1719140,"Indicators of depression, anxiety, sad mood",True
747,anxiety,C3165928,PhenX measure - anxiety disorders screener,True
748,anxiety,C3169393,I worry about the future:Find:Pt:^Patient:Ord:SCARED-R,True
749,anxiety,C3169398,I am scared to go to school:Find:Pt:^Patient:Ord:SCARED-R,True
750,anxiety,C3169400,I worry about things that happened in the past:Find:Pt:^Patient:Ord:SCARED-R,True
751,anxiety,C3169402,"When frightened, I feel dizzy:Find:Pt:^Patient:Ord:SCARED-R",True
752,anxiety,C3174978,I worry about things working out for me:Find:Pt:^Patient:Ord:SCARED-R,True
753,anxiety,C3174987,I try not to think about a very aversive event I once experienced:Find:Pt:^Patient:Ord:SCARED-R,True
754,anxiety,C3174989,I get really frightened for no reason:Find:Pt:^Patient:Ord:SCARED-R,True
755,anxiety,C3174991,I am afraid to be alone at home:Find:Pt:^Patient:Ord:SCARED-R,True
756,anxiety,C3174995,I find it hard to talk with people I don't know:Find:Pt:^Patient:Ord:SCARED-R,True
757,anxiety,C3174997,"When frightened, I feel like I am choking:Find:Pt:^Patient:Ord:SCARED-R",True
758,anxiety,C3175003,"When frightened, I feel like passing out:Find:Pt:^Patient:Ord:SCARED-R",True
759,anxiety,C3175008,I follow my parents wherever they go:Find:Pt:^Patient:Ord:SCARED-R,True
760,anxiety,C3175010,I have thoughts that frighten me:Find:Pt:^Patient:Ord:SCARED-R,True
761,anxiety,C3175012,People tell me that I look nervous:Find:Pt:^Patient:Ord:SCARED-R,True
762,anxiety,C3175013,I feel nervous with people I don't know well:Find:Pt:^Patient:Ord:SCARED-R,True
763,anxiety,C3175015,I am afraid to visit the doctor:Find:Pt:^Patient:Ord:SCARED-R,True
764,anxiety,C3175019,"When frightened, I feel like going crazy:Find:Pt:^Patient:Ord:SCARED-R",True
765,anxiety,C3175020,I worry about sleeping alone:Find:Pt:^Patient:Ord:SCARED-R,True
766,anxiety,C3175024,I worry about being as good as other kids:Find:Pt:^Patient:Ord:SCARED-R,True
767,anxiety,C3175026,I am afraid of an animal that is not really dangerous:Finding:Point in time:^Patient:Ordinal:PhenX,True
768,anxiety,C3175032,I have frightening dreams about a very aversive event I once experienced:Find:Pt:^Patient:Ord:SCARED-R,True
769,anxiety,C3175034,I want things to be clean and tidy:Find:Pt:^Patient:Ord:SCARED-R,True
770,anxiety,C3175036,"When frightened, I feel that things are not real:Find:Pt:^Patient:Ord:SCARED-R",True
771,anxiety,C3175039,I have nightmares about my parents:Find:Pt:^Patient:Ord:SCARED-R,True
772,anxiety,C3175041,I worry about going to school:Find:Pt:^Patient:Ord:SCARED-R,True
773,anxiety,C3175043,I do things to get less scared of my thoughts:Find:Pt:^Patient:Ord:SCARED-R,True
774,anxiety,C3175045,"When frightened, my heart beats fast:Find:Pt:^Patient:Ord:SCARED-R",True
775,anxiety,C3175048,I am afraid to get a serious disease:Find:Pt:^Patient:Ord:SCARED-R,True
776,anxiety,C3175054,I am afraid of having anxiety attacks:Find:Pt:^Patient:Ord:SCARED-R,True
777,anxiety,C3175058,I am shy with people I don't know well:Find:Pt:^Patient:Ord:SCARED-R,True
778,anxiety,C3175062,I have thoughts that I prefer not to have:Find:Pt:^Patient:Ord:SCARED-R,True
779,anxiety,C3175064,I am afraid of the dark:Find:Pt:^Patient:Ord:SCARED-R,True
780,anxiety,C3175072,"When frightened, it is hard to breathe:Find:Pt:^Patient:Ord:SCARED-R",True
781,anxiety,C3175080,I want that things are in a fixed order:Find:Pt:^Patient:Ord:SCARED-R,True
782,anxiety,C3263525,Generalized anxiety disorder 7 item,True
783,anxiety,C3484136,PROMIS-29 - anxiety - T score:Number:Point in time:^Patient:Quantitative:PROMIS,True
784,anxiety,C5142296,Smoking helps me deal with anxiety,True
785,anxiety,C4305158,RCADS (Revised Children's Anxiety and Depression Scale) generalized anxiety subscale,True
786,anxiety,C4305159,RCADS (Revised Children's Anxiety and Depression Scale) separation anxiety subscale,True
787,anxiety,C4305160,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety and depression subscale,True
788,anxiety,C4305162,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety subscale,True
789,anxiety,C4305171,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) generalized anxiety subscale,True
790,anxiety,C4305172,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) separation anxiety subscale,True
791,anxiety,C4305287,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version total anxiety score,True
792,anxiety,C4305289,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version generalized anxiety score,True
793,anxiety,C4305295,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety and depression score,True
794,anxiety,C4305296,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety score,True
795,anxiety,C4305298,RCADS (Revised Children's Anxiety and Depression Scale) separation anxiety score,True
796,anxiety,C4305300,RCADS (Revised Children's Anxiety and Depression Scale) generalized anxiety score,True
797,anxiety,C4305418,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) total anxiety subscale,True
798,anxiety,C4305594,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version separation anxiety score,True
799,anxiety,C0154588,Adjustment disorder with mixed anxiety and depressed mood,True
800,anxiety,C2874360,Anxiety disorder due to known physiological condition,True
801,anxiety,C2874416,"Alcohol use, unspecified with alcohol-induced anxiety disorder",True
802,anxiety,C2874619,"Cocaine use, unspecified with cocaine-induced anxiety disorder",True
803,anxiety,C2874638,Other stimulant abuse with stimulant-induced anxiety disorder,True
804,anxiety,C2874657,Other stimulant dependence with stimulant-induced anxiety disorder,True
805,anxiety,C2874718,"Hallucinogen use, unspecified with hallucinogen-induced anxiety disorder",True
806,anxiety,C2874784,"Inhalant use, unspecified with inhalant-induced anxiety disorder",True
807,anxiety,C2911019,Anxiety (normal) about sick person in family,True
808,anxiety,C4236934,"Alcohol induced anxiety disorder, without use disorder",True
809,anxiety,C4237013,"Caffeine induced anxiety disorder, without use disorder",True
810,anxiety,C4237031,"Cannabis induced anxiety disorder, without use disorder",True
811,anxiety,C4237069,"Cocaine induced anxiety disorder, without use disorder",True
812,anxiety,C4237242,"Opioid induced anxiety disorder, without use disorder",True
813,anxiety,C4237363,"Phencyclidine induced anxiety disorder, without use disorder",True
814,anxiety,C0204629,Biofeedback training by electroencephalogram application in anxiety,True
815,anxiety,C0338997,Disturbance of anxiety and fearfulness in childhood and adolescence,True
816,anxiety,C0338998,Childhood and adolescent fearfulness disturbance,False
817,anxiety,C0451497,Spielberger state-trait anxiety inventory,True
818,anxiety,C0451595,Zung's self-rating anxiety scale,True
819,anxiety,C0457022,Anxiety about losing control of bowels,True
820,anxiety,C0457033,Anxiety about losing emotional control,True
821,anxiety,C0457037,Anxiety about having a heart attack,True
822,anxiety,C0457042,Anxiety about saying the wrong thing,True
823,anxiety,C0475479,Beck anxiety standardized rating scale,True
824,anxiety,C0563161,Anxiety about altered body image,True
825,anxiety,C0563164,Anxiety about resuming sexual relations,True
826,anxiety,C0564524,Character trait finding of level of anxiety,True
827,anxiety,C0564525;C0564526,Anxious character,False
828,anxiety,C0564526,Over-anxious character,False
829,anxiety,C0564527,Fearful character,False
830,anxiety,C0564528,Calm character,False
831,anxiety,C4274417,Assessment using Beck Anxiety Inventory,True
832,anxiety,C4305166,RCADS - Revised Children's Anxiety and Depression Scale,True
833,anxiety,C4305160;C4305165;C4305158;C4305159;C4305162;C4305161;C4305177;C4305169;C4305170;C4305171;C4305172;C4305418;C4305173;C4305174;C4305371,RCADS (Revised Children's Anxiety and Depression Scale) depression subscale,False
834,anxiety,C4305177;C4305174,RCADS (Revised Children's Anxiety and Depression Scale) panic subscale,False
835,anxiety,C4305176,CADS (Revised Children's Anxiety and Depression Scale) social phobia subscale,False
836,anxiety,C4305160;C4305162;C4305169;C4305418,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety subscale,False
837,anxiety,C4305161;C4305173,RCADS (Revised Children's Anxiety and Depression Scale) obsession compulsion subscale,False
838,anxiety,C4305160;C4305162;C4305169;C4305418,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety and depression subscale,False
839,anxiety,C4305159;C4305172,RCADS (Revised Children's Anxiety and Depression Scale) separation anxiety subscale,False
840,anxiety,C4305158;C4305171,RCADS (Revised Children's Anxiety and Depression Scale) generalized anxiety subscale,False
841,anxiety,C4511573,Anxiety disorder caused by dissociative drug,True
842,anxiety,C4545062,Anxiety disorder caused by synthetic cannabinoid,True
843,anxiety,C4546269,Anxiety disorder caused by synthetic cathinone,True
844,anxiety,C4720906,Assessment using Spence anxiety scale,True
845,anxiety,C3541258,Hamilton Anxiety Rating Scale Questionnaire,True
846,anxiety,C3639613,NPI - Show Any Other Signs of Anxiety,True
847,anxiety,C3641477,OAB-q - Caused You Anxiety or Worry,True
848,anxiety,C4086594,Modified 18-Item Memorial Anxiety Scale for Prostate Cancer,True
849,anxiety,C4287966,Worst Severity Past Seven Days Anxiety,True
850,anxiety,C4288512,PHQ Screener Version - Anxiety Attacks Come Suddenly,True
851,anxiety,C4288513,PHQ Screener Version - Anxiety Attacks Bother a Lot,True
852,anxiety,C4288514,PHQ Screener Version - Anxiety Attack Tremble or Shake,True
853,anxiety,C4288515,PHQ Screener Version - Anxiety Attack Tingling or Numbness,True
854,anxiety,C4288516,PHQ Screener Version - Anxiety Attack Sweat,True
855,anxiety,C4288517,PHQ Screener Version - Anxiety Attack Short of Breath,True
856,anxiety,C4288518,PHQ Screener Version - Anxiety Attack Nausea or Diarrhea,True
857,anxiety,C4288521,PHQ Screener Version - Anxiety Attack Happened Before,True
858,anxiety,C4288522,PHQ Screener Version - Anxiety Attack Dizzy or Faint,True
859,anxiety,C4288523,PHQ Screener Version - Anxiety Attack Choking,True
860,anxiety,C4288524,PHQ Screener Version - Anxiety Attack Chest Pain,True
861,anxiety,C4330065,HAM-D6 - Clinician Version - Psychic Anxiety,True
862,anxiety,C4331885,HAM-D6 Self-Report Version - Psychic Anxiety,True
863,anxiety,C4553396,The Screen for Child Anxiety Related Emotional Disorders,True
864,anxiety,C1717050,"Indicators of depression, anxiety, sad mood:-:Pt:^Patient:Set",True
865,anxiety,C2739388,Anxiety disorder in last 7D:Find:7D:^Patient:Ord:MDSv3,True
866,anxiety,C3165576,PhenX - anxiety disorders screener - adult protocol,True
867,anxiety,C3165577,PhenX - anxiety disorders screener - child protocol,True
868,anxiety,C3169395,"When frightened, I feel like throwing up:Find:Pt:^Patient:Ord:SCARED-R",True
869,anxiety,C3169782,PhenX - anxiety disorders screener - child protocol:-:Point in time:^Patient:-:PhenX,True
870,anxiety,C3169783,PhenX - anxiety disorders screener - adult protocol:-:Point in time:^Patient:-:PhenX,True
871,anxiety,C3174980,I doubt whether I really did something:Find:Pt:^Patient:Ord:SCARED-R,True
872,anxiety,C3174998,People tell me I worry too much:Find:Pt:^Patient:Ord:SCARED-R,True
873,anxiety,C3174999,I don't like being away from my family:Find:Pt:^Patient:Ord:SCARED-R,True
874,anxiety,C3175001,I worry about others not liking me:Find:Pt:^Patient:Ord:SCARED-R,True
875,anxiety,C3175030,I do things more than twice in order to check whether I did it right:Find:Pt:^Patient:Ord:SCARED-R,True
876,anxiety,C3175052,I have nightmares about bad things happening to me:Find:Pt:^Patient:Ord:SCARED-R,True
877,anxiety,C3175055,I am afraid of having anxiety attacks,True
878,anxiety,C3175056,I worry that bad happens to my parents:Find:Pt:^Patient:Ord:SCARED-R,True
879,anxiety,C3175066,I have unbidden thoughts about a very aversive event I once experienced:Find:Pt:^Patient:Ord:SCARED-R,True
880,anxiety,C3175068,I am afraid of an animal that most children do not fear:Find:Pt:^Patient:Ord:SCARED-R,True
881,anxiety,C3175075,I get headaches or stomach aches when I am at school:Find:Pt:^Patient:Ord:SCARED-R,True
882,anxiety,C3175077,I don't like to be with people I don't know:Find:Pt:^Patient:Ord:SCARED-R,True
883,anxiety,C3176039,"I get scared in small, closed places:Find:Pt:^Patient:Ord:SCARED-R",True
884,anxiety,C3257879,Neuro-Qol item bank - anxiety - version 1.0,True
885,anxiety,C3257910,Neuro-Qol short form - anxiety - version 1.0,True
886,anxiety,C3258008,"Patient Health Questionnaire-somatic, anxiety, and depressive symptoms",True
887,anxiety,C3261419,Neuro-Qol item bank - anxiety - version 1.0:-:Point in time:^Patient:-:NeuroQol,True
888,anxiety,C3261426,Neuro-Qol short form - anxiety - version 1.0:-:Point in time:^Patient:-:NeuroQol,True
889,anxiety,C3263524,Generalized anxiety disorder (GAD 7):-:Point in time:^Patient:-,True
890,anxiety,C3482343,Generalized anxiety disorder 7 item total score,True
891,anxiety,C4036590,PROMIS emotional distress - anxiety - version 1.0 T-score:Tscore:Pt:^Patient:Qn:PROMIS,True
892,anxiety,C4738088,Duke Anxiety Depression Scale:-:Pt:^Patient:-:DUKE-AD,True
893,anxiety,C4760214,PROMIS pediatric anxiety - version 2.0 T-score:T Score:Point in time:^Patient:Quantitative:PROMIS.PEDS,True
894,anxiety,C4760215,PROMIS pediatric anxiety - version 2.0 T-score,True
895,anxiety,C4760286,PROMIS pediatric item bank - anxiety - version 2.0:-:Point in time:^Patient:-:PROMIS.PEDS,True
896,anxiety,C4760287,PROMIS pediatric item bank - anxiety - version 2.0,True
897,anxiety,C5144229,Smoking helps me deal with anxiety:Find:Pt:^Patient:Ord:PROMIS,True
898,anxiety,C4505062,Patient Health Questionnaire Anxiety and Depression Scale,True
899,anxiety,C5197676,Two-Item Generalised Anxiety Disorder Scale,True
900,anxiety,C2874545,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",True
901,anxiety,C2874675,"Other stimulant use, unspecified with stimulant-induced anxiety disorder",True
902,anxiety,C2874803,Other psychoactive substance abuse with psychoactive substance-induced anxiety disorder,True
903,anxiety,C2874828,Other psychoactive substance dependence with psychoactive substance-induced anxiety disorder,True
904,anxiety,C2874852,"Other psychoactive substance use, unspecified with psychoactive substance-induced anxiety disorder",True
905,anxiety,C4236961,"Amphetamine or other stimulant-induced anxiety disorder, without use disorder",True
906,anxiety,C4237264,"Other (or unknown) substance-induced anxiety disorder, without use disorder",True
907,anxiety,C4237304,"Other hallucinogen-induced anxiety disorder, without use disorder",True
908,anxiety,C4237393,"Sedative, hypnotic, or anxiolytic-induced anxiety disorder, without use disorder",True
909,anxiety,C0236730,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",True
910,anxiety,C0270364,Psychoactive substance-induced organic anxiety disorder,True
911,anxiety,C5229858,Anxiety disorder caused by methamphetamine,False
912,anxiety,C2874521;C2874545;C0236730;C4237393;C2874568,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",False
913,anxiety,C0236659;C2874378;C2874400;C2874416;C4236934,Alcohol-induced anxiety disorder,False
914,anxiety,C0236715;C2874585;C2874602;C2874619;C4237069,Cocaine-induced anxiety disorder,False
915,anxiety,C0236728;C4237363,Phencyclidine-induced anxiety disorder,False
916,anxiety,C4517274,Anxiety disorder caused by methylenedioxymethamphetamine,False
917,anxiety,C4511573,Anxiety disorder caused by dissociative drug,False
918,anxiety,C4511572,Anxiety disorder caused by ketamine,False
919,anxiety,C4545062,Anxiety disorder caused by synthetic cannabinoid,False
920,anxiety,C4546120,Anxiety disorder caused by stimulant,False
921,anxiety,C4546269,Anxiety disorder caused by synthetic cathinone,False
922,anxiety,C0451254,Leeds scales for the self-assessment of anxiety and depression,True
923,anxiety,C0520607,"Separation anxiety disorder of childhood, early onset",True
924,anxiety,C1303271,HAD scale: depression score,True
925,anxiety,C1562542,Depression anxiety stress scales stress score,True
926,anxiety,C0451184;C1960638;C4764087;C2919249;C2919385;C2919871,Geriatric depression score,False
927,anxiety,C2919249,Geriatric depression scale 4 item score,False
928,anxiety,C4764087;C2919385,Geriatric depression scale short form score,False
929,anxiety,C2919871,Geriatric depression scale original long form score,False
930,anxiety,C1562641,Depression anxiety stress scales depression score,True
931,anxiety,C2919162,Generalized anxiety disorder 7 item score,True
932,anxiety,C2959405,Health anxiety inventory short month score,True
933,anxiety,C2959686,Assessment using short health anxiety inventory,True
934,anxiety,C2959853,Health anxiety inventory short week score,True
935,anxiety,C2959919,Assessment using hospital anxiety and depression scale,True
936,anxiety,C3874856,Generalized anxiety disorder 7 item scale,True
937,anxiety,C4274289,Assessment using RCADS (Revised Children's Anxiety and Depression Scale),True
938,anxiety,C4305165,RCADS (Revised Children's Anxiety and Depression Scale) depression subscale,True
939,anxiety,C4305175,RCADS-P - Revised Children's Anxiety and Depression Scale Parent Version,True
940,anxiety,C4305169;C4305418,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) total anxiety subscale,False
941,anxiety,C4305371,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) social phobia subscale,False
942,anxiety,C4305174,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) panic subscale,False
943,anxiety,C4305173,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) obsession compulsion subscale,False
944,anxiety,C4305172,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) separation anxiety subscale,False
945,anxiety,C4305171,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) generalized anxiety subscale,False
946,anxiety,C4305169;C4305170;C4305171;C4305172;C4305418;C4305173;C4305174;C4305371,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) depression subscale,False
947,anxiety,C4305169;C4305418,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) total anxiety and depression subscale,False
948,anxiety,C4305177,RCADS (Revised Children's Anxiety and Depression Scale) panic subscale,True
949,anxiety,C4305299,RCADS (Revised Children's Anxiety and Depression Scale) panic score,True
950,anxiety,C4305301,RCADS (Revised Children's Anxiety and Depression Scale) depression score,True
951,anxiety,C4305302,RCADS (Revised Children's Anxiety and Depression Scale) observable,True
952,anxiety,C4305295;C4305290;C4305301;C4305296;C4305298;C4305300;C4305261;C4305297;C4305299;C4305595;C4305286;C4305287;C4305289;C4305594;C4305288;C4305291,RCADS (Revised Children's Anxiety and Depression Scale) depression score,False
953,anxiety,C4305300;C4305289,RCADS (Revised Children's Anxiety and Depression Scale) generalized anxiety score,False
954,anxiety,C4305261,RCADS (Revised Children's Anxiety and Depression Scale) obsessions compulsion score,False
955,anxiety,C4305299;C4305595,RCADS (Revised Children's Anxiety and Depression Scale) panic score,False
956,anxiety,C4305298;C4305594,RCADS (Revised Children's Anxiety and Depression Scale) separation anxiety score,False
957,anxiety,C4305297;C4305288,RCADS (Revised Children's Anxiety and Depression Scale) social phobia score,False
958,anxiety,C4305295;C4305296;C4305286;C4305287,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety score,False
959,anxiety,C4305295;C4305296;C4305286;C4305287,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety and depression score,False
960,anxiety,C4305169,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) total anxiety and depression subscale,True
